review,sentiment,clean_review
"a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",0,little less extreme past longer exposition sequence fewer gag break tedium
"it 's truly awful and heartbreaking subject matter , but one whose lessons are well worth revisiting as many times as possible .",0,truly awful heartbreaking subject matter one whose lesson well worth revisiting many time possible
a terrible movie that some people will nevertheless find moving .,0,terrible movie people nevertheless find moving
it is n't that stealing harvard is a horrible movie -- if only it were that grand a failure !,0,nt stealing harvard horrible movie grand failure
"throughout all the tumult , a question comes to mind : so why is this so boring ?",0,throughout tumult question come mind boring
"fails in making this character understandable , in getting under her skin , in exploring motivation ... well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",0,fails making character understandable getting skin exploring motivation well end film grows dull character whose fate hard care
it 's a bad sign in a thriller when you instantly know whodunit .,0,bad sign thriller instantly know whodunit
it 's still terrible !,0,still terrible
birot 's directorial debut -lrb- she co-wrote the script with christophe honoré -rrb- is n't so much bad as it is bland .,0,birot directorial debut lrb cowrote script christophe honor rrb nt much bad bland
a didactic and dull documentary glorifying software anarchy .,0,didactic dull documentary glorifying software anarchy
no amount of nostalgia for carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey 's considerable talents are wasted in it .,0,amount nostalgia carvey glory day disguise fact new film lame kiddie flick carvey considerable talent wasted
but it 's also disappointing to a certain degree .,0,also disappointing certain degree
"the redeeming feature of chan 's films has always been the action , but the stunts in the tuxedo seem tired and , what 's worse , routine .",0,redeeming feature chan film always action stunt tuxedo seem tired worse routine
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",0,entertainment destination general public kung pow set new benchmark lameness
"a summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",0,summary plot nt quite justice awfulness movie come painfully execution
the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,0,transporter bombard viewer many explosion side snap kick end surprisingly dull
"although based on a real-life person , john , in the movie , is a rather dull person to be stuck with for two hours .",0,although based reallife person john movie rather dull person stuck two hour
"a compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day .",0,compelling gutclutching piece advocacy cinema carry along torrent emotion explores awful complication one terrifying day
any movie this boring should be required to have ushers in the theater that hand you a cup of coffee every few minutes .,0,movie boring required usher theater hand cup coffee every minute
"even at its worst , it 's not half-bad .",0,even worst halfbad
"i can only imagine one thing worse than kevin spacey trying on an irish accent , and that 's sultry linda fiorentino doing the same thing .",0,imagine one thing worse kevin spacey trying irish accent sultry linda fiorentino thing
too bad the former murphy brown does n't pop reese back .,0,bad former murphy brown nt pop reese back
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little .,0,comparison earlier film seems disappointingly thin slice lowerclass london life despite title amount surprisingly little
"hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry .",0,hypnotically dull relentlessly downbeat laughably predictable wail pitched cadence depressed fifteenyearold suicidal poetry
